Search Term,Date From,Date To,Center Lat,Center Lon,WHE 1,WHE 2,Wiki 1,Wiki 2
suhu,-1120,-612,32.5,42.5,,,https://en.wikipedia.org/wiki/Suhu,
sui,-770,-640,32.5,112.5,https://www.worldhistory.org/Sui/,,https://en.wikipedia.org/wiki/Sui,
sui(2),-770,-682,37.5,117.5,https://www.worldhistory.org/Sui(2)/,,https://en.wikipedia.org/wiki/Sui(2),
surasena,-900,-360,27.5,77.5,,,https://en.wikipedia.org/wiki/Surasena,
suriname,1990,,5.0,-55.0,,,https://en.wikipedia.org/wiki/Suriname,
swaziland,1990,,-27.5,32.5,,,https://en.wikipedia.org/wiki/Swaziland,
syracuse,-716,-266,37.9,15.0,https://www.worldhistory.org/syracuse/,,https://en.wikipedia.org/wiki/Syracuse,
syracuse exiles,-316,-306,37.5,13.4,,,https://en.wikipedia.org/wiki/Syracuse_Exiles,
são tomé and príncipe,1990,,0.0,7.5,,,https://en.wikipedia.org/wiki/São_Tomé_And_Príncipe,
tabal,-1190,-678,37.5,35.8,,,https://en.wikipedia.org/wiki/Tabal,
taiwan,1990,,25.0,120.0,https://www.worldhistory.org/Taiwan/,,https://en.wikipedia.org/wiki/Taiwan,
tajikistan,1990,,40.0,72.5,,,https://en.wikipedia.org/wiki/Tajikistan,
tan,-770,-473,34.1,117.5,https://www.worldhistory.org/Tan/,,https://en.wikipedia.org/wiki/Tan,
tan(2),-770,-684,37.5,117.5,https://www.worldhistory.org/Tan(2)/,,https://en.wikipedia.org/wiki/Tan(2),
tanagra,-386,-382,37.5,22.5,https://www.worldhistory.org/Tanagra/,,https://en.wikipedia.org/wiki/Tanagra,
tang,-770,-505,32.5,112.5,https://www.worldhistory.org/Tang/,,https://en.wikipedia.org/wiki/Tang,
taras,-500,-380,42.5,15.9,https://www.worldhistory.org/Taras/,,https://en.wikipedia.org/wiki/Taras,
tarhuntassa,-1536,-1200,37.5,32.5,https://www.worldhistory.org/Tarhuntassa/,,https://en.wikipedia.org/wiki/Tarhuntassa,
tartessos,-1000,-1,37.5,-7.5,https://www.worldhistory.org/tartessos/,,https://en.wikipedia.org/wiki/Tartessos,
taulanti,-800,-279,41.3,20.9,,,https://en.wikipedia.org/wiki/Taulanti,
tauromenion,-288,-268,37.5,17.5,,,https://en.wikipedia.org/wiki/Tauromenion,
taxila,-338,-326,33.9,72.5,https://www.worldhistory.org/taxila/,,https://en.wikipedia.org/wiki/Taxila,
tegea,-300,-1,37.5,22.5,https://www.worldhistory.org/Tegea/,,https://en.wikipedia.org/wiki/Tegea,
teng,-770,-298,35.4,117.5,https://www.worldhistory.org/Teng/,,https://en.wikipedia.org/wiki/Teng,
terramare culture,-1550,-1250,45.7,9.0,https://www.worldhistory.org/Terramare_Culture/,,https://en.wikipedia.org/wiki/Terramare_Culture,
teutons,-2050,-1,56.0,11.7,,,https://en.wikipedia.org/wiki/Teutons,
thai peoples,-2400,-1,28.2,102.4,,,https://en.wikipedia.org/wiki/Thai_Peoples,
the netherlands,1990,,32.5,-33.5,https://www.worldhistory.org/The_Netherlands/,,https://en.wikipedia.org/wiki/The_Netherlands,
theban ally,-371,-338,38.0,22.4,,,https://en.wikipedia.org/wiki/Theban_Ally,
thebes,-386,-268,38.2,23.4,https://www.worldhistory.org/Thebes/,,https://en.wikipedia.org/wiki/Thebes,
thespiae,-386,-379,37.5,22.5,,,https://en.wikipedia.org/wiki/Thespiae,
thesprotia,-396,-350,37.5,22.5,,,https://en.wikipedia.org/wiki/Thesprotia,
thesprotians,-500,-431,37.5,22.5,,,https://en.wikipedia.org/wiki/Thesprotians,
thessaly,-650,-335,38.0,22.3,https://www.worldhistory.org/Thessaly/,,https://en.wikipedia.org/wiki/Thessaly,
thrace,-277,-1,42.5,26.0,https://www.worldhistory.org/Thrace/,,https://en.wikipedia.org/wiki/Thrace,
thracians,-1450,-1,43.6,25.4,,,https://en.wikipedia.org/wiki/Thracians,
thraco cimmerians,-2400,-1450,45.8,31.7,,,https://en.wikipedia.org/wiki/Thraco_Cimmerians,
thraikes,-500,-1,42.5,24.0,,,https://en.wikipedia.org/wiki/Thraikes,
three guards rebellion,-1042,-1040,35.1,116.4,,,https://en.wikipedia.org/wiki/Three_Guards_Rebellion,
three yi tribes,-770,-1,27.5,120.0,,,https://en.wikipedia.org/wiki/Three_Yi_Tribes,
thyni,-470,-400,42.5,27.0,,,https://en.wikipedia.org/wiki/Thyni,
tian clan,-500,-481,37.5,117.5,,,https://en.wikipedia.org/wiki/Tian_Clan,
tian qi,-481,-1,36.2,117.7,,,https://en.wikipedia.org/wiki/Tian_Qi,
tibur,-388,-341,42.5,15.0,https://www.worldhistory.org/Tibur/,,https://en.wikipedia.org/wiki/Tibur,
togo,1990,,10.0,0.0,,,https://en.wikipedia.org/wiki/Togo,
tong,-770,-616,32.5,117.5,https://www.worldhistory.org/Tong/,,https://en.wikipedia.org/wiki/Tong,
tonga,1990,,-20.0,5.0,,,https://en.wikipedia.org/wiki/Tonga,
triballi,-446,-1,42.5,25.3,https://www.worldhistory.org/Triballi/,,https://en.wikipedia.org/wiki/Triballi,
trigarta,-950,-323,32.5,75.3,,,https://en.wikipedia.org/wiki/Trigarta,
trinidad and tobago,1990,,12.5,-62.5,,,https://en.wikipedia.org/wiki/Trinidad_And_Tobago,
triphylia,-726,-1,37.5,22.5,,,https://en.wikipedia.org/wiki/Triphylia,
troezen,-494,-1,37.5,22.5,,,https://en.wikipedia.org/wiki/Troezen,
tuhe,-770,-308,42.5,119.0,,,https://en.wikipedia.org/wiki/Tuhe,
tummanna,-1536,-1326,40.3,32.8,,,https://en.wikipedia.org/wiki/Tummanna,
turkmenistan,1990,,40.0,59.0,,,https://en.wikipedia.org/wiki/Turkmenistan,
turks and caicos islands,1990,,22.5,-72.5,,,https://en.wikipedia.org/wiki/Turks_And_Caicos_Islands,
tuvalu,1990,,-7.5,177.5,,,https://en.wikipedia.org/wiki/Tuvalu,
tuwana,-827,-636,37.5,35.0,,,https://en.wikipedia.org/wiki/Tuwana,
tymphaea,-431,-368,40.1,21.7,,,https://en.wikipedia.org/wiki/Tymphaea,
tyranny of syracuse,-478,-278,37.4,14.1,,,https://en.wikipedia.org/wiki/Tyranny_Of_Syracuse,
uelikukhi,-880,-706,39.9,45.0,,,https://en.wikipedia.org/wiki/Uelikukhi,
uganda,1990,,0.0,32.5,,,https://en.wikipedia.org/wiki/Uganda,
ugrians,-750,-1,62.4,59.7,,,https://en.wikipedia.org/wiki/Ugrians,
umbri,-800,-438,42.5,15.0,,,https://en.wikipedia.org/wiki/Umbri,
umbria,-438,-290,42.5,14.0,https://www.worldhistory.org/Umbria/,,https://en.wikipedia.org/wiki/Umbria,
umbrii,-500,-438,42.5,15.0,,,https://en.wikipedia.org/wiki/Umbrii,
umma,-2395,-2310,32.5,47.5,https://www.worldhistory.org/Umma/,,https://en.wikipedia.org/wiki/Umma,
united arab emirates,1990,,25.0,55.0,https://www.worldhistory.org/United_Arab_Emirates/,,https://en.wikipedia.org/wiki/United_Arab_Emirates,
ur iii tributary,-2108,-2019,33.2,47.8,,,https://en.wikipedia.org/wiki/Ur_Iii_Tributary,
urartu,-935,-592,38.9,44.0,https://www.worldhistory.org/Urartu/,,https://en.wikipedia.org/wiki/Urartu,
urartu tributary,-802,-715,39.9,42.3,,,https://en.wikipedia.org/wiki/Urartu_Tributary,
uruguay,1990,,-35.0,-55.0,,,https://en.wikipedia.org/wiki/Uruguay,
usinara,-610,-354,29.4,77.5,,,https://en.wikipedia.org/wiki/Usinara,
utica,-950,-948,37.5,10.0,https://www.worldhistory.org/Utica/,,https://en.wikipedia.org/wiki/Utica,
utkala,-610,-346,21.2,87.5,,,https://en.wikipedia.org/wiki/Utkala,
vajjika league,-610,-468,27.5,85.4,,,https://en.wikipedia.org/wiki/Vajjika_League,
valdivia culture,-2400,-1700,-2.5,-82.5,,,https://en.wikipedia.org/wiki/Valdivia_Culture,
vanga,-675,-312,22.5,91.2,,,https://en.wikipedia.org/wiki/Vanga,
vanuatu,1990,,-17.5,170.0,,,https://en.wikipedia.org/wiki/Vanuatu,
vatsa,-875,-492,26.5,81.5,,,https://en.wikipedia.org/wiki/Vatsa,
vemaka,-450,-1,32.5,77.5,,,https://en.wikipedia.org/wiki/Vemaka,
veneti,-800,-1,47.5,12.0,https://www.worldhistory.org/Veneti/,,https://en.wikipedia.org/wiki/Veneti,
vestini,-438,-302,42.5,15.0,https://www.worldhistory.org/Vestini/,,https://en.wikipedia.org/wiki/Vestini,
vidarbha,-700,-302,21.0,78.9,,,https://en.wikipedia.org/wiki/Vidarbha,
videha,-800,-610,27.5,85.0,,,https://en.wikipedia.org/wiki/Videha,
vitihotras,-400,-350,22.5,73.5,,,https://en.wikipedia.org/wiki/Vitihotras,
volga battle axe culture,-2050,-1250,56.2,44.1,,,https://en.wikipedia.org/wiki/Volga_Battle_Axe_Culture,
volsci,-800,-341,42.5,15.0,https://www.worldhistory.org/Volsci/,,https://en.wikipedia.org/wiki/Volsci,
vriji,-700,-610,27.5,85.0,,,https://en.wikipedia.org/wiki/Vriji,
wahsusana,-1776,-1626,37.5,32.5,,,https://en.wikipedia.org/wiki/Wahsusana,
wei,-1750,-1,35.4,113.6,https://www.worldhistory.org/Wei/,,https://en.wikipedia.org/wiki/Wei,
wei clan,-500,-453,37.5,112.5,,,https://en.wikipedia.org/wiki/Wei_Clan,
wen,-1750,-1606,32.5,112.5,https://www.worldhistory.org/Wen/,,https://en.wikipedia.org/wiki/Wen,
west african peoples,-2400,-1,11.4,-1.2,,,https://en.wikipedia.org/wiki/West_African_Peoples,
western guo,-772,-656,34.3,112.5,,,https://en.wikipedia.org/wiki/Western_Guo,
western mediterraneans,-2400,-1,44.1,2.8,,,https://en.wikipedia.org/wiki/Western_Mediterraneans,
western odrysia,-360,-352,42.5,24.0,,,https://en.wikipedia.org/wiki/Western_Odrysia,
western rong,-771,-362,34.9,105.0,,,https://en.wikipedia.org/wiki/Western_Rong,
wey,-770,-1,36.4,114.9,,,https://en.wikipedia.org/wiki/Wey,
white di,-770,-408,37.5,110.0,,,https://en.wikipedia.org/wiki/White_Di,
wilusa,-1536,-1206,39.9,27.3,,,https://en.wikipedia.org/wiki/Wilusa,
wu,-1200,-470,32.0,119.2,https://www.worldhistory.org/Wu/,,https://en.wikipedia.org/wiki/Wu,
wucheng culture,-1450,-958,30.7,115.1,,,https://en.wikipedia.org/wiki/Wucheng_Culture,
wushi rong,-771,-314,37.5,107.5,,,https://en.wikipedia.org/wiki/Wushi_Rong,
wuzhong,-770,-456,38.9,116.2,,,https://en.wikipedia.org/wiki/Wuzhong,
xi,-770,-680,32.5,114.5,https://www.worldhistory.org/Xi/,,https://en.wikipedia.org/wiki/Xi,
xia dynasty,-2035,-1600,34.9,112.5,https://www.worldhistory.org/Xia_Dynasty/,,https://en.wikipedia.org/wiki/Xia_Dynasty,
xian,-770,-656,32.5,112.5,,,https://en.wikipedia.org/wiki/Xian,
xian peoples,-1424,-1414,32.5,107.5,,,https://en.wikipedia.org/wiki/Xian_Peoples,
xiang,-770,-722,37.5,117.5,,,https://en.wikipedia.org/wiki/Xiang,
xiang(2),-770,-644,32.5,117.5,,,https://en.wikipedia.org/wiki/Xiang(2),
xianyu,-770,-506,37.5,113.6,,,https://en.wikipedia.org/wiki/Xianyu,
xiao,-500,-496,32.5,117.5,,,https://en.wikipedia.org/wiki/Xiao,
xing,-770,-636,37.5,115.4,,,https://en.wikipedia.org/wiki/Xing,
xirong,-770,-690,32.5,112.5,,,https://en.wikipedia.org/wiki/Xirong,
xu,-946,-512,31.5,115.7,https://www.worldhistory.org/Xu/,,https://en.wikipedia.org/wiki/Xu,
xu(2),-770,-372,32.5,112.5,https://www.worldhistory.org/Xu(2)/,,https://en.wikipedia.org/wiki/Xu(2),
xue,-1750,-336,35.9,118.4,,,https://en.wikipedia.org/wiki/Xue,
xun,-770,-684,37.5,112.5,https://www.worldhistory.org/Xun/,,https://en.wikipedia.org/wiki/Xun,
xuqu,-770,-620,37.5,117.5,,,https://en.wikipedia.org/wiki/Xuqu,
yaminites,-1770,-1768,37.5,42.5,,,https://en.wikipedia.org/wiki/Yaminites,
yamkhad,-2004,-1544,37.0,39.0,,,https://en.wikipedia.org/wiki/Yamkhad,
yan,-770,-1,38.5,120.7,https://www.worldhistory.org/Yan/,,https://en.wikipedia.org/wiki/Yan,
yan(2),-770,-764,32.5,112.5,https://www.worldhistory.org/Yan(2)/,,https://en.wikipedia.org/wiki/Yan(2),
yan(3),-770,-680,32.5,120.0,https://www.worldhistory.org/Yan(3)/,,https://en.wikipedia.org/wiki/Yan(3),
yang,-770,-678,37.5,112.5,https://www.worldhistory.org/Yang/,,https://en.wikipedia.org/wiki/Yang,
yang(2),-770,-660,37.5,117.5,https://www.worldhistory.org/Yang(2)/,,https://en.wikipedia.org/wiki/Yang(2),
yangyue,-770,-500,27.5,115.0,,,https://en.wikipedia.org/wiki/Yangyue,
yaudheya,-550,-322,29.1,75.0,,,https://en.wikipedia.org/wiki/Yaudheya,
yi,-770,-660,37.5,122.5,https://www.worldhistory.org/Yi/,,https://en.wikipedia.org/wiki/Yi,
yi-luo rong,-770,-588,32.5,112.5,,,https://en.wikipedia.org/wiki/Yi-Luo_Rong,
yihu,-770,-492,32.5,117.5,,,https://en.wikipedia.org/wiki/Yihu,
ying,-770,-678,32.5,112.5,,,https://en.wikipedia.org/wiki/Ying,
yingshi,-770,-646,32.5,117.5,,,https://en.wikipedia.org/wiki/Yingshi,
yiqu,-771,-272,35.8,107.5,,,https://en.wikipedia.org/wiki/Yiqu,
yong,-770,-612,32.5,110.0,https://www.worldhistory.org/Yong/,,https://en.wikipedia.org/wiki/Yong,
yu,-770,-656,34.9,112.5,https://www.worldhistory.org/Yu/,,https://en.wikipedia.org/wiki/Yu,
yu(2),-770,-612,32.5,110.0,https://www.worldhistory.org/Yu(2)/,,https://en.wikipedia.org/wiki/Yu(2),
yu(3),-770,-524,37.5,117.5,https://www.worldhistory.org/Yu(3)/,,https://en.wikipedia.org/wiki/Yu(3),
yue,-770,-306,30.7,121.9,https://www.worldhistory.org/Yue/,,https://en.wikipedia.org/wiki/Yue,
yue peoples,-1200,-504,27.9,118.8,,,https://en.wikipedia.org/wiki/Yue_Peoples,
yueshi culture,-1900,-1500,36.8,119.6,,,https://en.wikipedia.org/wiki/Yueshi_Culture,
yuezhi,-1235,-1,42.5,82.9,https://www.worldhistory.org/Yuezhi/,,https://en.wikipedia.org/wiki/Yuezhi,
yugoslavia,1990,,45.0,21.0,https://www.worldhistory.org/Yugoslavia/,,https://en.wikipedia.org/wiki/Yugoslavia,
yun,-770,-700,32.5,112.5,,,https://en.wikipedia.org/wiki/Yun,
yuqui,-770,-692,32.5,117.5,,,https://en.wikipedia.org/wiki/Yuqui,
zabakhi,-880,-592,42.5,45.0,,,https://en.wikipedia.org/wiki/Zabakhi,
zahara,,,30.0,52.5,,,https://en.wikipedia.org/wiki/Zahara,
zaire,1990,,-2.5,22.5,,,https://en.wikipedia.org/wiki/Zaire,
zalmaqum,-1778,-1616,37.5,40.0,,,https://en.wikipedia.org/wiki/Zalmaqum,
zamua,-882,-880,37.5,44.2,,,https://en.wikipedia.org/wiki/Zamua,
zapotecs,-1400,-1,17.5,-97.5,,,https://en.wikipedia.org/wiki/Zapotecs,
zeng,-772,-678,32.5,112.5,https://www.worldhistory.org/Zeng/,,https://en.wikipedia.org/wiki/Zeng,
zeng(2),-770,-568,34.9,117.5,https://www.worldhistory.org/Zeng(2)/,,https://en.wikipedia.org/wiki/Zeng(2),
zhang,-770,-664,37.5,117.5,,,https://en.wikipedia.org/wiki/Zhang,
zhangzhung,-500,-1,33.2,81.7,,,https://en.wikipedia.org/wiki/Zhangzhung,
zhao,-453,-1,38.3,114.1,https://www.worldhistory.org/Zhao/,,https://en.wikipedia.org/wiki/Zhao,
zhao clan,-500,-453,37.5,112.5,,,https://en.wikipedia.org/wiki/Zhao_Clan,
zhen,-770,-700,32.5,112.5,https://www.worldhistory.org/Zhen/,,https://en.wikipedia.org/wiki/Zhen,
zheng,-770,-376,33.0,113.0,https://www.worldhistory.org/Zheng/,,https://en.wikipedia.org/wiki/Zheng,
zhi clan,-500,-454,37.5,112.5,,,https://en.wikipedia.org/wiki/Zhi_Clan,
zhonghang clan,-500,-491,37.5,113.5,,,https://en.wikipedia.org/wiki/Zhonghang_Clan,
zhongli,-770,-560,32.5,117.5,,,https://en.wikipedia.org/wiki/Zhongli,
zhongshan,-506,-296,37.5,113.5,,,https://en.wikipedia.org/wiki/Zhongshan,
zhongwu,-770,-512,32.5,117.5,,,https://en.wikipedia.org/wiki/Zhongwu,
zhou,-1126,-1046,34.7,110.0,https://www.worldhistory.org/Zhou/,,https://en.wikipedia.org/wiki/Zhou,
zhou dynasty,-1046,-1,34.2,113.2,https://www.worldhistory.org/Zhou_Dynasty/,,https://en.wikipedia.org/wiki/Zhou_Dynasty,
zhou(2),-770,-700,29.9,112.5,https://www.worldhistory.org/Zhou(2)/,,https://en.wikipedia.org/wiki/Zhou(2),
zhou(3),-770,-706,37.5,117.5,https://www.worldhistory.org/Zhou(3)/,,https://en.wikipedia.org/wiki/Zhou(3),
zhoulai,-770,-600,32.5,117.5,,,https://en.wikipedia.org/wiki/Zhoulai,
zhu,-770,-1,36.8,117.5,,,https://en.wikipedia.org/wiki/Zhu,
zhu(2),-770,-518,37.5,117.5,,,https://en.wikipedia.org/wiki/Zhu(2),
zhu(3),-770,-768,37.5,117.5,,,https://en.wikipedia.org/wiki/Zhu(3),
zhuan,-770,-586,32.5,117.5,,,https://en.wikipedia.org/wiki/Zhuan,
zhuanyu,-770,-484,37.5,117.5,,,https://en.wikipedia.org/wiki/Zhuanyu,
zippasla,-1416,-1396,37.0,31.1,,,https://en.wikipedia.org/wiki/Zippasla,
zong,-770,-616,32.5,117.5,,,https://en.wikipedia.org/wiki/Zong,
zuo,-770,-750,34.9,112.5,,,https://en.wikipedia.org/wiki/Zuo,
